id,utterance,intent
14455,let me know the details of internet connection,getinformationintent
2064,add one more item 1 soda and 1 tea,orderdrinkintent
6697,my claim status,checkclaimstatus
2918,i have one tea,orderdrinkintent
2230,i need 1 white top please,orderpizzaintent
4770,i need a boarding pass,getboardingpass
10087,ok i need transfer money to another ac,transfermoney
419,yes i like to have a pizzza,orderpizzaintent
10293,haii want check balance,checkbalance
1948,sea salt cookie is ok,orderdessertintent
1539,i want to order 2 pizza,orderpizzaintent
5284,is it any other window seat is available to me,getseatinfo
595,roasted seasonal veggies mushrooms,orderpizzaintent
12550,i want to new internet service,startserviceintent
10013,yes remove extra charge on my credit card,disputecharge
5089,also need boarding pass status,getboardingpass
5986,i want to my know my seat no,getseatinfo
7746,need a proof of insurance for one of my cars,getproofofinsurance
2722,also need some drinks,orderdrinkintent
1486,i would like to order two bbq chicken pizza,orderpizzaintent
3345,i like pizza,orderpizzaintent
1067,yes add lemonade,orderdrinkintent
2960,no need topping add two lemonade and one tea please,orderdrinkintent
12290,i want a new internet connection,startserviceintent
2542,bbq grilled chicken 2,orderburgerintent
8071,i need a proof of insurance for one of car,getproofofinsurance
7045,i need a proof of insurance for one of car,getproofofinsurance
11177,an application is not working as expected,reportbrokensoftware
6190,i need a copy of insurance for my car,getproofofinsurance
10433,hi there i need to update my address with you,updateaddress
7331,i need a proof of my car insurance policy,getproofofinsurance
10448,sorry i want reorder my basic keybords 10 pieces to 15 pieces,changeorder
12547,i need a new cable connection,startserviceintent
5418,i have booked ticket in air usa want to know the seat assignment,changeseatassignment
9224,id like to report my credit card stolen,reportlostcard
5060,i would like to check my upcoming flight,bookflight
8211,sir my credit card also lost,reportlostcard
2397,hot fudge sundae,orderdessertintent
11447,i want five quantity of keyboard,startorder
11686,i want to update my software,softwareupdate
10254,i missed my card,reportlostcard
4493,check your seat assignment,changeseatassignment
11272,i updated it,softwareupdate
352,add 3 lemonade please,orderdrinkintent
2924,2 double bacon smokehouse burger and 2 triple cheese burger,orderburgerintent
8315,i lost my credit card could you please help me,reportlostcard
5124,can you pls send me my boarding pass on my no 897878958,getboardingpass
2585,double quarter pounder with cheese and one big mac,orderburgerintent
14407,i want to sing up to a new phone data plan,startserviceintent
274,id like to order some soda and actually i need to make a change,orderdrinkintent
156,i need 2 lemonade,orderdrinkintent
3336,i want one bbq chicken from signature pizzas,orderpizzaintent
4909,i need a boarding pass,getboardingpass
8041,hi i need a proof of insurance for my car can you help me,getproofofinsurance
10479,i want to update my outlook to the latest version,softwareupdate
7442,i have insurance for it,getproofofinsurance
11364,i wanna report my travel expenses,expensereport
11854,i want buy a new keyborad sir,startorder
10676,hi i want to get reimbursed my travel expenses,expensereport
2324,add 1 soda,orderdrinkintent
5182,i need a boarding pass,getboardingpass
847,2 olive oil brownie,orderdessertintent
8739,i need to credit card bill charge to removed,disputecharge
7893,i need a proof on my claim insurance,getproofofinsurance
10803,reporting travel expenses,expensereport
8570,i have got an error in my credit card billit is chardged extraplease remove this extra charge,disputecharge
5646,hi i want to check my seat assignment,changeseatassignment
3033,i would like to have a great pizza,orderpizzaintent
7398,i need a proof of insurance for one car,getproofofinsurance
5653,id also like my boarding pass sent to me as well,getboardingpass
9789,so kindly block it and provide new card to me,replacecard
12289,i want to purchase internet,startserviceintent
4028,my seat assignment,changeseatassignment
4417,i want to check my seat assignment,changeseatassignment
12566,i like to purchase a new internet service connection,startserviceintent
7262,i would like a proof of insurance for one of my cars,getproofofinsurance
11143,yes sir i want update my expenses please help me,expensereport
3410,hi i want a meat eater pizza,orderpizzaintent
4189,boarding pass to be sent to my email address or phone number,getboardingpass
9645,there is also an error on my credit card bill i need removed,disputecharge
7451,i want a proof of insurance for my car,getproofofinsurance
2148,sea salt cookie,orderdessertintent
12587,like to purchase cable service,startserviceintent
12733,please tell me about new internet plans,getinformationintent
4424,but it would be great if an aisle seat is available,changeseatassignment
9180,i lost my credit card,reportlostcard
1799,add 1 soda,orderdrinkintent
9652,hi need to change my new address for my credit card account,updateaddress
6939,check the status of the claim,checkclaimstatus
2773,i want to build my own pizza,orderpizzaintent
587,agua frescas is ok,orderdrinkintent
9299,i lost my credit card,reportlostcard
11921,issue for missing periodic software to flight,reportbrokensoftware
7829,i need insurance proof of my car,getproofofinsurance
11971,i want to update my expenses please heip me sir,softwareupdate
12494,i want to purchase cable,startserviceintent
5318,ask for my boarding pass to be sent to my email address or phone number,getboardingpass
14234,i want new cable service,startserviceintent
6866,i need a copy of insurance for my car,getproofofinsurance
13169,want to purchase new cable,startserviceintent
6590,i need a proof of insurance for one of car,getproofofinsurance
9635,i would like to close my account please,closeaccount
13004,can you help me to get a good cable service plan,startserviceintent
13129,i want to new cable,startserviceintent
5237,check my seat,changeseatassignment
3516,i want to check my seating assignment for airline travel,changeseatassignment
8339,my creditcard stolen today,reportlostcard
515,yes i want a lemonade,orderdrinkintent
11746,i want global status,checkserverstatus
8025,my screen fixing,reportbrokenphone
6924,hi need a proof of insurance for one of my car,getproofofinsurance
2744,olive oil brownie,orderdessertintent
7455,hey need a proof of insurance for one of my cars,getproofofinsurance
8135,hi lindsay i would like to check my account balance,checkbalance
7218,my phone is damaged,reportbrokenphone
11839,hike message not sending,reportbrokensoftware
8468,i have lost my credit card,reportlostcard
2331,finally add 2 blue moon beer with it please,orderdrinkintent
4293,check seat assignment,changeseatassignment
3900,check my seat assignment,changeseatassignment
13304,i need new service connection can you do for me,startserviceintent
14368,i want to purchase internet,startserviceintent
6226,insured car for our company,getproofofinsurance
13034,i want new cable service,startserviceintent
2623,one sea salt cookie,orderdessertintent
691,can i order a bacon ranch grilled chicken salad please,ordersaladintent
11768,oh thanks now only i check software version its out dated now i enable automatic updateits working fine,softwareupdate
2371,i like to have 1 meat eaters,orderpizzaintent
42,and keep add one green salad too,ordersaladintent
9264,i lost my credit card,reportlostcard
7336,insurance for one of your cars,getproofofinsurance
7998,status of claim,checkclaimstatus
14408,i would like to purchase the internet connecion,startserviceintent
4017,i need boarding pass,getboardingpass
7242,my iphone mobile screen got cracked please help to fix the issue,reportbrokenphone
863,i need grilled chicken with red sauce pizza,orderpizzaintent
3708,boarding pass to be sent to my email address or phone number,getboardingpass
10662,i need to reduce the amount of recurring orders,changeorder
6243,hi i wanted to know the status of my claim,checkclaimstatus
14354,i want a new cable service,startserviceintent
6951,need a proof of insurance for one of your cars,getproofofinsurance
4207,hi i wonder if you can confirm my seat assignment on my flight tomorrow,changeseatassignment
4295,alright can we change it,changeseatassignment
9892,i want to check my account balance,checkbalance
313,1 side salad,ordersaladintent
3885,i already booked the ticket now i changed the seat,changeseatassignment
5209,my boarding pass,getboardingpass
11002,i use outlook i need software updates,softwareupdate
11294,i want to update outlook,softwareupdate
4051,i need book a plane ticket,bookflight
9753,i see a charge on my statement that i didnt make,disputecharge
8055,i need fix my screen,reportbrokenphone
6211,i need a proof of insurance for one car,getproofofinsurance
3593,i want seat assignment,changeseatassignment
1557,i like to order 1 green stripe and 1 meat eater please,orderpizzaintent
9770,i want change my address,updateaddress
2956,i like to order 1 meat eater and 1 art lover please,orderpizzaintent
10362,i want to transfer money from one account to another,transfermoney
6307,robin can you help to know the status of my claim which i made a few weeks ago,checkclaimstatus
13957,i want to new link for our cable service,startserviceintent
4912,ask for your boarding pass to be sent to eamail address,getboardingpass
5289,i want to check my seat assignment and to change it,changeseatassignment
2974,can i have the spicy red sauce mozzarella cheese mushrooms and grilled chicken,ordersideintent
10793,i want to update my file transfer protocol software,softwareupdate
10429,i want to check my account balance,checkbalance
6770,my i phone screen is cracked,reportbrokenphone
265,yes make 1 fresh lemon,orderdrinkintent
4841,i need a boarting,getboardingpass
414,i want change salad,ordersaladintent
9878,hi i want to update my address on associated credit card,updateaddress
5119,may i know my seat assignment status,changeseatassignment
12748,i want to register for new internet connection,startserviceintent
7186,my phone was cracked,reportbrokenphone
2015,yes i need some drinks,orderdrinkintent
7221,i need a proof of car insurance policy,getproofofinsurance
3073,yeah i need one chicken salad,ordersaladintent
12126,i have some problem in my twitter account,reportbrokensoftware
10875,i have an issue in my outlook,reportbrokensoftware
4828,and send the boarding pass to this mail id daniel 121 gmailcom,getboardingpass
13176,i want to sign up for your new service can you help me,startserviceintent
481,2 items 4 piece chicken mcnuggets,ordersideintent
3656,i want check my seat assignment,changeseatassignment
11370,checking the global status of servers,checkserverstatus
8283,will you please change my address,updateaddress
8212,i wanted to inquire if the companys new lower rates are available to me,checkoffereligibility
11431,my outlook mail client is not open,reportbrokensoftware
5714,i need a boarding pass,getboardingpass
13428,i want to purchase internet service,startserviceintent
1973,3 meat eater pizza,orderpizzaintent
5236,i want to know my seat,changeseatassignment
47,i like to have order pizza items,orderpizzaintent
5872,i need to check my seat assignment can you help me on that,changeseatassignment
3862,can you send boarding pass to me,getboardingpass
6513,i have insurance for it,getproofofinsurance
13633,i want to purchase internet cable,startserviceintent
3444,could you check and let me know my seat assignment,changeseatassignment
9514,i lost my credit card,reportlostcard
11772,i want to buy a musical intruments,startorder
7489,i need my car proof of insurance can you help me for that,getproofofinsurance
8953,i need to transfer money from one of my account to other,transfermoney
5886,i would like to check the seat assignment,changeseatassignment
2272,i like to order 4 piece chicken mcnuggets,ordersideintent
7676,i need a insurance copy of my car,getproofofinsurance
12685,i need a cable,startserviceintent
11348,outlook is very slow,reportbrokensoftware
1265,i want 2 green stripe pizza,orderpizzaintent
8896,request you to tell my account balance of savings account,checkbalance
11756,i want a musical instruments,startorder
6421,i want to fix my phone screen,reportbrokenphone
343,3 agua frescas drinks,orderdrinkintent
10597,i want to replace my last order,changeorder
10770,i have some issues with my skype softweare,reportbrokensoftware
11405,i would like to report my travel expenses,expensereport
7011,i need a copy of insurance for my car,getproofofinsurance
12612,need to purchase a cable servicecan u,startserviceintent
13077,i would like to purchase the internet connection,startserviceintent
2867,yes i like cheese burger,orderburgerintent
7418,i wants to know about my claim,checkclaimstatus
7403,hi i need proof of insurance for my car,getproofofinsurance
417,add 1 classic caesar please,ordersaladintent
5294,can you please mail me my boarding pass,getboardingpass
5168,check my seat assignment,getseatinfo
8948,my another credit card was expired so kindly provide new one,replacecard
12854,i want to purchase internet service,startserviceintent
2393,i like to order 1 green stripe and 1 meat eater please,orderpizzaintent
1690,i like to order bbq pizza with goat sauce,orderpizzaintent
11037,i want update my out look to the latest version,softwareupdate
13037,i need a new cable connection,startserviceintent
3484,my seat assignment,changeseatassignment
4410,please help me to check seat assignment,changeseatassignment
13291,is there any high plan pack in future,getinformationintent
10463,i need to my reimbursed expenses,expensereport
5538,check my seat assignment,getseatinfo
8148,i want to know companys lower rates that shows in a commercial are available,checkoffereligibility
5708,i want to know my seat no,getseatinfo
1994,and do you have grape tomato salad,ordersaladintent
1677,then i need one pizza,orderpizzaintent
11568,i need some flight reimbursement,expensereport
11209,i like to report my skype app audio call not clear,reportbrokensoftware
7496,i need a insurance for my car,getproofofinsurance
5402,could you please change seat to aisle,changeseatassignment
9739,his is very urgent my credit card was stolen by some body today morning please help me to block that card and arrange fresh card for me,reportlostcard
12777,i want new cable service,startserviceintent
4919,i need boarding pass,getboardingpass
6048,my iphone screen just cracked please fix my mobile screen,reportbrokenphone
2076,i need 2 classic chicken sandwich 2 double cheeseburger,orderburgerintent
8388,somebody stolen my credit card so block the card,reportlostcard
13106,i want new cable service connection,startserviceintent
9816,could you please help me to tranfer 200 from my account to my friends account,transfermoney
4708,hi i wanted to book a ticket,bookflight
386,2 medium coke o cola,orderdrinkintent
2829,add 3 lemonade please,orderdrinkintent
7016,my iphone screen has just got cracked can you please help me fix it,reportbrokenphone
4428,boarding pass to be sent to my email address or phone number,getboardingpass
13735,i need internet,startserviceintent
6348,i want to my car insurance proof,getproofofinsurance
13868,i want new internet service,startserviceintent
5493,could you please send me my boarding pass,getboardingpass
6543,i need insurance proof,getproofofinsurance
6178,i want fix my screen,reportbrokenphone
13339,please provide me the rate of this plan,getinformationintent
5774,i want a booked plain ticket,bookflight
7826,sam i am worried as my iphone got crashed late night,reportbrokenphone
4054,can i get my boarding pass to my mail,getboardingpass
10154,i lost my credit card,reportlostcard
5489,i need to check my seat assignment can you help me on that,getseatinfo
3817,i want check my seat assignment,changeseatassignment
2684,yes make one green fresh salad for my dad,ordersaladintent
13622,may i knoe the cost of plan,getinformationintent
10511,i want to update outlook to the latest version,softwareupdate
9068,hi i want to know account balance of saving account,checkbalance
5943,boarding pass to be sent to my email address or phone number,getboardingpass
2066,one classic caesar,ordersaladintent
3147,i want eggmcmuffin 1,orderdessertintent
3729,i am looking for my seat number,getseatinfo
2301,yes i need 1 lemonade,orderdrinkintent
11146,my outlook mail client not open in my laptop,reportbrokensoftware
6522,i need a proof of insurance for one of car,getproofofinsurance
7161,i need a copy of insurance for my car,getproofofinsurance
10585,i want to update my software application,softwareupdate
7884,the status of your claim,checkclaimstatus
7157,i need a proof insurance of my car,getproofofinsurance
3863,i want to know my seat no,getseatinfo
3964,i need to know my seat assignment,getseatinfo
916,i need art lover,orderpizzaintent
8085,i need a proof of insurance for my car,getproofofinsurance
5819,okay can i able to change to middle row seat,changeseatassignment
9801,gud mrngmr credit card has been lost,reportlostcard
10833,my skype application not working and missing periodic software updates,reportbrokensoftware
12043,i want to order a keyboard for my music co,startorder
5360,okay can we change that to a middle seat,changeseatassignment
1343,famous french fries,ordersideintent
12447,i need cable connection,startserviceintent
9614,hi i need to change the address on my account please,updateaddress
10903,i want to update my software versionplease help me charlie,softwareupdate
3161,need to build a own pizza,orderpizzaintent
2480,1 strawberry sandae,orderdessertintent
6573,i ask for fixing the screen,reportbrokenphone
4796,check your seat assignment,changeseatassignment
8166,i want to change the address associated with my credit card,updateaddress
8818,ck my account balance,checkbalance
8474,what is my account balance,checkbalance
971,one sea salt cookie,orderdessertintent
9986,hi i saw some lower rates and want to inquire about them,checkoffereligibility
12855,i want to view my cable service bill,viewbillsintent
8593,i want money transfer from my account to other account,transfermoney
2424,arugula fresh fruit salad,ordersaladintent
7259,hi i need proof of insurance for one of my vehicles,getproofofinsurance
9402,i have error in my credit card bill,disputecharge
12331,i need information about my bill,viewbillsintent
10145,yes i want to close old account ending with number 3032,closeaccount
12872,i want new cable service,startserviceintent
983,i need sausage biscuit with egg and also i need drinks,orderdrinkintent
13647,i want new cable service,startserviceintent
2993,i need 1 tea and 1 soda,orderdrinkintent
5947,my seat assignment,changeseatassignment
3785,may i know my seat assignment status,changeseatassignment
1097,yes i like to have a pizza,orderpizzaintent
4509,i want to check my seat assignment,changeseatassignment
11969,outlook mail not opened,reportbrokensoftware
6014,i need proof of insurance for one of my cars,getproofofinsurance
9369,sie debited some amount from my card so please remove that immediately,disputecharge
11705,i need to update my gmail,softwareupdate
13342,i need internet,startserviceintent
10218,and i need to transfer my balance to another account can you help me on that,transfermoney
8511,lost my credit card,reportlostcard
2194,i like to have a pizza,orderpizzaintent
10466,new musical iteams,startorder
8658,what is the routing number,getroutingnumber
4748,can i change my seat assignment,changeseatassignment
3840,i need a boarding pass,getboardingpass
7432,i need a proof of car insurance policy,getproofofinsurance
9780,i received late payment fee for current bill,disputecharge
4255,i wants to book a flight,bookflight
9022,some error in my credit bill,disputecharge
228,i want tea and sea salt cookie,orderdrinkintent
11955,i use outlook i need software updates,softwareupdate
4586,check seat assignment,changeseatassignment
13729,i want to purchase internet,startserviceintent
2994,i need each one from this goat • gorgonzola • mozzarella • ovalini mozzarella • parmesan • ricotta,orderpizzaintent
11154,i need the global status of servers,checkserverstatus
5007,i want to check my seat management,changeseatassignment
12990,i want new cable service,startserviceintent
10528,here missing periodic software updates,softwareupdate
10451,i want to update outlook,softwareupdate
3623,i need a boarding pass,getboardingpass
5283,i need middle seat could you arrange me,changeseatassignment
12014,i want to update my outlook,softwareupdate
6948,i need to obtain proof of insurance for one of my cars,getproofofinsurance
12572,i want to purchase internet,startserviceintent
7344,my iphone mobile just damaged please fix my mobile screen,reportbrokenphone
2209,i like to order 2 meat eater and and 1 bbq pizza please,orderpizzaintent
8967,i want close my account,closeaccount
6902,i wants to know about my claim,checkclaimstatus
3574,please check my seat assignment,changeseatassignment
11552,i trouble to working salesforce application,reportbrokensoftware
2696,i would like to order 2 meat later pizza,orderpizzaintent
11358,my software not working i am really upset please solve it quickly,reportbrokensoftware
2111,i need one red vine pizza,orderpizzaintent
12247,i want to buy new cable,startserviceintent
13032,i want a new service,startserviceintent
6204,actually i need my proof of insurance for some documentation could you please help me out with that,getproofofinsurance
14416,i need a internet connection,startserviceintent
9993,my credit card was expiry can i apply new card,replacecard
7378,i need proof of my insurance car,getproofofinsurance
2291,i need 1 soda,orderdrinkintent
606,and make 3 vanilla shakes and 1 apple slice,orderdrinkintent
5415,i need to my plane ticket,getboardingpass
14413,i want to purchase internet,startserviceintent
1861,2 arugula fresh fruit,ordersaladintent
11953,is there any way to fix automatic update issues in skype,softwareupdate
7842,i want insurance proof copy,getproofofinsurance
5130,seat assignment and decide to change it,changeseatassignment
5157,i know my seat assignment,changeseatassignment
9076,today i have lost my credit card,reportlostcard
2267,i would like to have 2 bacon ranch grilled chicken salad,ordersaladintent
12814,i want topurchase new cable,startserviceintent
8031,hi i need a proof for my cars insurance,getproofofinsurance
3632,i need to check my seat,getseatinfo
6622,need a proof of insurance for one of my cars,getproofofinsurance
428,i need 1 classic caesar,ordersaladintent
34,need meat eater with blue moon beer,orderpizzaintent
9752,i would like transfer transfer money to another account,transfermoney
12825,i want new cable service,startserviceintent
7535,hi can you please help fixing my screen,reportbrokenphone
1624,order 6 sausage biscuit with egg and 5 bacon ranch grilled chicken salad,ordersaladintent
13394,i wand a new cable connection,startserviceintent
10197,i missed my card,reportlostcard
13123,i need to connect a new phone service,startserviceintent
87,add 1 beer wine please,orderdrinkintent
8893,my last credit card bill was extra charged,disputecharge
6241,i need a copy of insurance for my car,getproofofinsurance
14514,i would like to see my bill,viewbillsintent
2578,large 2 pizza,orderpizzaintent
4471,i need a boarding pass,getboardingpass
8217,i want to report about my stolen credit card,reportlostcard
3822,check my seat assignment,changeseatassignment
12170,but software is not working,reportbrokensoftware
13105,wish to take 10 gb plan as i feel it could satisfy all my needs,startserviceintent
1415,i like to two link in pizza,orderpizzaintent
11540,i want expense for flight booking,expensereport
8573,i need your help to know my account balance,checkbalance
1756,hi i need a meat eater pizza,orderpizzaintent
2556,finally add 2 tea also,orderdrinkintent
8199,i need to close my account,closeaccount
7357,what about my insurance claim status,checkclaimstatus
9534,i want order a new card,replacecard
3234,yes i like to have a coke,orderdrinkintent
8325,i want change my address on my account,updateaddress
14515,i want to new internet service,upgradeserviceintent
3295,i like to have a pizza,orderpizzaintent
6745,recently i have made purchase of iphone the screen was cracked can you assist me what to do,reportbrokenphone
13632,new cable service,startserviceintent
5540,okay i need a boarding pass,getboardingpass
8222,my card lost so please close,reportlostcard
5916,we are going to plan to go london i take 1 ticket but my family are come with me so please help me buy a ticket,bookflight
4829,i need to check my seat,getseatinfo
5131,can you send boarding pass to me,getboardingpass
557,2 agua frescas,orderdrinkintent
11170,i want to reimbursement of expense,expensereport
11915,can you suggest any idea regarding software update for outlook,softwareupdate
6826,i need a proof of insurance for my car,getproofofinsurance
8907,could you please inform my account balsnce of checking account,checkbalance
6038,what is my status of my claim,checkclaimstatus
3627,i want to know seat no,changeseatassignment
1243,hi i want a link in pizza,orderpizzaintent
6788,i want the status of my claim,checkclaimstatus
2903,i would like to get a link in pizza,orderpizzaintent
1872,add one more item 1 soda and 1 lemonade,orderdrinkintent
1058,3 pepperoni sir,orderpizzaintent
3777,i want to know my seat no,changeseatassignment
643,i need 2 red vine,orderpizzaintent
11583,i need a reimbursed travel expenses,expensereport
2332,i would like to have meat eater,orderpizzaintent
11975,my outlook account was not open it shows me a error,reportbrokensoftware
3701,i booked domestic airway last week,bookflight
6397,i need a proof of insurance,getproofofinsurance
13736,i want to know my bill details,viewbillsintent
3499,i need boarding pass,getboardingpass
4006,i need to book a flight ticket,bookflight
7821,i need the status of my claim,checkclaimstatus
3239,i like to order 1 large tea 2 medium lemonade and 1 medium soda,orderdrinkintent
11545,i need keyboards could you please help me,startorder
7133,yes my iphone screen just cracked,reportbrokenphone
1558,yes i need one lemonade,orderdrinkintent
5690,i need to check my seat assignment,changeseatassignment
13660,i want to purchase internet,startserviceintent
8240,hineed your help to resolve report an error in my credit card bill,disputecharge
5257,i want my boarding pass,getboardingpass
8922,hai i need change profile address,updateaddress
1955,and olive oil brownie,orderdessertintent
3186,2 big mac,orderburgerintent
4000,i want to know my seat no,getseatinfo
9171,hi i need to transfer money from my savings account to my checking account,transfermoney
10671,i want order psrew 410 keyboard,startorder
8360,may i know my ac balance,checkbalance
2354,add a salad of classic caesar,ordersaladintent
1853,i need 2 veg out pizza,orderpizzaintent
4193,i need to check my seat assignment,changeseatassignment
2010,i need 1 veg out pizza,orderpizzaintent
365,add 2 beer wine please,orderdrinkintent
10045,i need change address,updateaddress
6774,kindly help me to fixing my phone screen,reportbrokenphone
11133,i have some problem in my outlook account,reportbrokensoftware
13283,i want new cable connection,startserviceintent
4633,i need my boarding pass,getboardingpass
8372,actually i saw some new company lower rates in the commercial,checkoffereligibility
1249,i would like to order 2 medium veg out,orderpizzaintent
3094,and also 1 tea and 1 smore pie,orderdrinkintent
6352,i need insurance for my car,getproofofinsurance
3466,but i would like to change my seating,changeseatassignment
9378,my credit card bill error to clear for you,disputecharge
10548,i need checking the global status of servers,checkserverstatus
4947,check your seat assignment,changeseatassignment
1376,i want some sauce,ordersideintent
10385,and replace my old existing expired credit card to new,replacecard
12217,i want update my skype,softwareupdate
13201,i decided to have new cable internet connection pls provide proper information,getinformationintent
8585,thanks i want to change my address on your account,updateaddress
7517,i need a proof of my car insurance policy,getproofofinsurance
5870,i want to know my seat assignment,changeseatassignment
399,no drink but can i also get a classic caesar please,ordersaladintent
8999,500 from savings to my checking account,transfermoney
2063,1 sea salt cookie,orderdessertintent
10939,my computer skype software is not working,reportbrokensoftware
3880,check myseat assignment,changeseatassignment
9586,id like to check my current checking account balance,checkbalance
1089,i will prefer having 2 pizzas,orderpizzaintent
3011,3 meat eater pizza,orderpizzaintent
1133,classic caesar salad,ordersaladintent
1362,i am fine thanks for asking me i need pesto drizzle over grilled chicken,orderpizzaintent
8418,unfortunately someone has stolen my credit card,reportlostcard
2383,yes add 1 olive oil brownie,orderdessertintent
6453,i want to know about my insurance claim,getproofofinsurance
10810,i need musical keyboard,startorder
1515,yes i need olive oil brownie,orderdessertintent
2237,please take order for 2 medium meals,ordersideintent
1295,add one more olive oil brownie,orderdessertintent
3723,i wanted to book a flight,bookflight
1533,add one more item one classic caesar,ordersaladintent
6249,hi i need proof of insurance for my car,getproofofinsurance
2159,i need to order some food,orderbreakfastintent
7115,my phone screen broken i need replacement details can you help me,reportbrokenphone
3007,need some chicken with cheese burgers 3,orderburgerintent
9520,i want to transfer money from one account to another,transfermoney
8933,my card missed so please close,reportlostcard
9859,i lost my credit card,reportlostcard
7095,hi i need proof of insurance of one of my cars,getproofofinsurance
12041,i need reimbursement my expenses,expensereport
11144,missing periodic software updates skype,softwareupdate
4340,may i know my seat assignment status,getseatinfo
477,yes i need drinks 1 tea and 1 soda,orderdrinkintent
4739,i like to change my seat,changeseatassignment
3747,i want to know my seat no,getseatinfo
4423,i want to know my seat no,getseatinfo
6761,please give my car insurance copy,getproofofinsurance
7644,i need proof of insurance for my car,getproofofinsurance
14375,i want to purchase internet,startserviceintent
8965,my card missed so please close,reportlostcard
13462,i want new cable connection,startserviceintent
3288,salad has to be grape tomatoes fresh mozzarella red peppers pesto vinaigrette with caesar dressing,ordersaladintent
8280,i wanted to report an error in my credit card bill and i want it to be removed now,disputecharge
5801,i would like to change my seat assignment kindly guide me,changeseatassignment
12565,i need a internet connection,startserviceintent
4545,i need boarding pass,getboardingpass
448,i need two art lover pizza,orderpizzaintent
999,add 1 classic caesar please,ordersaladintent
10174,okay thank you so much please i need to close my account,closeaccount
4667,i need to check my seat assignment,changeseatassignment
2950,can i order 2 cheeseburgers with no ketchup on both of them,orderburgerintent
12964,i need internet,startserviceintent
6182,i need a proof of insurance for one of car,getproofofinsurance
13399,and what are the charges of this 10 gb phone service plan robin,getinformationintent
9015,i also want to change address of my account,updateaddress
9217,please i want remove error bill on my credit card,disputecharge
13417,i want to purchase cable,startserviceintent
11267,checking the global status of servers,checkserverstatus
4251,sent a boarding pass to my mail,getboardingpass
8467,i want change my address,updateaddress
3872,i need my boarding pass,getboardingpass
9570,please tell me the routing no,getroutingnumber
988,i need 2 classic caesar,ordersaladintent
2156,i need 1 classic caesar,ordersaladintent
168,yes i like to 1 soda,orderdrinkintent
1056,yes make 2 lemon and 3 sea salt cookies 1 green classic caesar please,ordersaladintent
9133,i want to check my balance,checkbalance
4285,may i check my seat assignment,changeseatassignment
4447,kindly check my seat no,changeseatassignment
5403,please send my boarding pass,getboardingpass
2884,i need veg out,orderpizzaintent
10269,sure sam case will reportedplease block the card,closeaccount
12863,i want to purchase internet,startserviceintent
3051,add one more 1 lemonade,orderdrinkintent
3339,3 olive oil brownie,orderdessertintent
12472,i got all information about this plan,getinformationintent
8699,i have to report for my credit card which is missing from yesterday,reportlostcard
12857,i need a cable service,startserviceintent
1094,double quarter pounder with cheese,orderburgerintent
7181,i need insurance for my car,getproofofinsurance
13468,i want to purchase internet,startserviceintent
8523,need to tranfer the amount tooi need to order cheque leaf too,transfermoney
14320,like to purchase cable service,startserviceintent
284,add one more 1 soda,orderdrinkintent
9096,so please transfer amount of 3000 to account of 9641,transfermoney
12198,do i need to submit those expenses,expensereport
10008,some amount debited without reason so remove the amount,disputecharge
4281,i need a boarding pass,getboardingpass
1168,yes need large size coke and 1 choco milk shake,orderdrinkintent
4893,i need boarding pass,getboardingpass
4375,i need to change my seat assignment,changeseatassignment
12104,i need outlook,startorder
12852,i want a new internet connection,startserviceintent
4470,i need to check my seat assignment,changeseatassignment
5015,i need a boarding pass,getboardingpass
11357,i am using outlook and my whatsapp not working properly,reportbrokensoftware
4443,i need an middle row seat,changeseatassignment
670,plus two large lemonaids,orderdrinkintent
11549,well it is not working at all could there be a problem with its servers,checkserverstatus
5508,i wants to change my seat,changeseatassignment
2039,i want pizza with pepperoni crumbled meatballs red onion mozzarella red sauce,orderpizzaintent
4290,kindly send me my boarding pass to email,getboardingpass
6019,i need a insurance proof for my car,getproofofinsurance
4070,my seat assignment,changeseatassignment
4723,i would like book a flight ticket,bookflight
1308,hmm i want to tea,orderdrinkintent
561,salad i have already added,ordersaladintent
10323,i have lost my credit card,reportlostcard
2185,i want build my own pizza,orderpizzaintent
6173,i wants to know about my claim,checkclaimstatus
9835,hi my credit card was lost by yesterday so please help to arrange for new card,replacecard
1458,one olive oil brownie,orderdessertintent
6945,please tell me about status of my claim,checkclaimstatus
8670,ok then i want to close my account,closeaccount
7102,i need a status of my claim,checkclaimstatus
5128,i need borading pass,getboardingpass
8666,i have change address with credit card,updateaddress
5239,pls send boarding pass to my mobile,getboardingpass
10941,you may be asked to provide a receipt,providereceipt
2473,please cancel 1 meat eater pizza and provide arugula fresh fruit salad,ordersaladintent
5917,my seat assignment,changeseatassignment
14414,i wand a new cable connection,startserviceintent
2775,i want some 3 quarter pounder with cheese and 1 caramel cappuccino,orderdrinkintent
9724,check my account,checkbalance
10194,i have change address,updateaddress
6979,i need a proof of insurance for one of my cars,getproofofinsurance
7569,i need to know about the status of my claim,checkclaimstatus
7696,the status of your claim,checkclaimstatus
3971,ask for your boarding pass to be sent to your email address or phone number,getboardingpass
730,ovalini mozzarella pizza with beer,orderpizzaintent
9516,i lost my credit card,reportlostcard
607,i would like the same for medium meal,ordersideintent
12757,i wanted to sign up for a new service,startserviceintent
6571,need a proof of insurance of my cars,getproofofinsurance
5075,may i know my seat assignment,getseatinfo
4467,please help me to check saet assignment,getseatinfo
